Seq#,DateTime,TEST,PRODUCT,AC VOLTAGE,AC CURRENT,AC WATT,P.F.,V.THD. %,I.THD. %,DC VOLTAGE,DC CURRENT,DC POWER,EFFICIENCY,PCB TEMP,JUNC TEMP,HOUSING TEMP,X'MER TEMP,ROOM TEMP,TAP,RECIPE
1,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,30.9,31,31.2,31,30.4,0,1
2,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,30.9,31,31.2,31,30.4,0,1
3,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,30.9,31,31.2,31,30.4,0,1
4,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,31,31,31.2,31,30.4,0,1
5,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,31,31,31.2,31,30.4,0,1
6,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,31,31,31.2,31,30.4,0,1
7,4/12/2021 10:17,0,0,0,0,0, nan, nan, nan,0.2,0,0,0,31,31,31.2,31,30.4,0,1
8,4/12/2021 10:18,0,0,0,13.168,0, nan, nan, nan,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
9,4/12/2021 10:18,0,0,0,13.168,1.409, nan, nan, nan,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
10,4/12/2021 10:18,0,0,0,13.168,1.409,0.895,1.18,1,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
11,4/12/2021 10:18,0,0,59.42,27.208,1.45,0.897,2.29,47,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
12,4/12/2021 10:18,0,0,59.42,27.208,1.45,0.897,2.29,47,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
13,4/12/2021 10:18,0,0,59.49,27.266,1.454,0.897,2.8,49,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
14,4/12/2021 10:18,0,0,59.49,27.266,1.454,0.897,2.8,49,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
15,4/12/2021 10:18,0,0,59.49,27.266,1.454,0.897,2.8,49,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
16,4/12/2021 10:18,0,0,59.38,27.15,1.444,0.897,2.8,49,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
17,4/12/2021 10:18,0,0,59.38,27.15,1.323,0.864,2.65,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
18,4/12/2021 10:18,0,0,59.41,25.78,1.323,0.864,2.69,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
19,4/12/2021 10:18,0,0,59.41,25.78,1.323,0.864,2.69,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
20,4/12/2021 10:18,0,0,59.41,25.78,1.323,0.864,2.69,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
21,4/12/2021 10:18,0,0,59.36,27.092,1.462,0.864,2.69,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
22,4/12/2021 10:18,0,0,59.36,27.092,1.328,0.864,2.82,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
23,4/12/2021 10:18,0,0,59.36,27.092,1.328,0.864,2.82,54,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
24,4/12/2021 10:19,0,0,59.59,27.37,1.216,0.831,2.85,59,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
25,4/12/2021 10:19,0,0,59.59,27.37,1.204,0.831,2.76,60,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
26,4/12/2021 10:19,0,0,59.59,27.37,1.204,0.831,2.76,60,0.2,0,0,0,31.2,31,31.2,31.5,30.9,1,1
27,4/12/2021 10:19,0,0,59.59,27.37,1.204,0.831,2.76,60,0.2,0,0,0,31.2,31,31.2,31.5,30.9,1,1
28,4/12/2021 10:19,0,0,59.52,25.914,1.334,0.865,2.81,50,0.2,0,0,0,31.2,31,31.2,31.4,30.9,1,1
29,4/12/2021 10:19,0,0,59.52,25.914,1.334,0.865,2.81,50,0.2,0,0,0,31.2,31,31.2,31.4,30.9,1,1
30,4/12/2021 10:19,0,0,59.43,27.243,1.452,0.865,2.81,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
31,4/12/2021 10:19,0,0,59.43,27.243,1.464,0.865,2.81,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
32,4/12/2021 10:19,0,0,59.43,27.243,1.457,0.897,2.89,45,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
33,4/12/2021 10:19,0,0,59.43,27.243,1.457,0.897,2.89,45,0.2,0,0,0,31.3,31,31.2,31.5,30.9,1,1
34,4/12/2021 10:19,0,0,59.43,27.243,1.449,0.897,2.89,45,0.2,0,0,0,31.3,31,31.2,31.5,30.9,1,1
35,4/12/2021 10:19,0,0,59.42,27.22,1.449,0.897,2.89,45,0.2,0,0,0,31.3,31,31.2,31.4,30.9,1,1
36,4/12/2021 10:19,0,0,59.42,27.22,1.424,0.895,2.87,50,0.2,0,0,0,31.3,31,31.2,31.4,30.9,1,1
37,4/12/2021 10:19,0,0,59.42,27.22,1.424,0.895,2.87,50,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
38,4/12/2021 10:19,0,0,59.42,27.22,1.43,0.895,2.87,50,0.2,0,0,0,31.4,31,31.2,31.4,30.9,1,1
39,4/12/2021 10:19,0,0,59.18,26.929,1.43,0.895,2.87,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
40,4/12/2021 10:19,0,0,59.18,26.929,1.424,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
41,4/12/2021 10:19,0,0,59.18,26.929,1.424,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
42,4/12/2021 10:19,0,0,59.18,26.929,1.431,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
43,4/12/2021 10:19,0,0,59.31,27.045,1.437,0.896,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
44,4/12/2021 10:19,0,0,59.31,27.045,1.437,0.896,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
45,4/12/2021 10:19,0,0,59.31,27.045,1.437,0.896,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
46,4/12/2021 10:19,0,0,59.23,26.975,1.433,0.896,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
47,4/12/2021 10:19,0,0,59.23,26.975,1.433,0.896,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
48,4/12/2021 10:19,0,0,59.23,26.975,1.436,0.895,2.78,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
49,4/12/2021 10:19,0,0,59.23,26.975,1.436,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.5,30.9,1,1
50,4/12/2021 10:19,0,0,59.23,26.975,1.436,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
51,4/12/2021 10:19,0,0,59.23,26.975,1.433,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
52,4/12/2021 10:19,0,0,59.23,26.975,1.433,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
53,4/12/2021 10:19,0,0,59.23,27.01,1.433,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
54,4/12/2021 10:19,0,0,59.23,27.01,1.319,0.895,2.81,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
55,4/12/2021 10:19,0,0,59.23,27.01,1.319,0.864,2.71,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
56,4/12/2021 10:19,0,0,59.23,27.01,1.319,0.864,2.71,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
57,4/12/2021 10:19,0,0,59.42,25.768,1.321,0.864,2.71,50,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
58,4/12/2021 10:19,0,0,59.42,25.768,1.321,0.863,2.75,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
59,4/12/2021 10:19,0,0,59.42,25.768,1.321,0.863,2.75,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
60,4/12/2021 10:19,0,0,59.38,27.139,1.431,0.863,2.75,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
61,4/12/2021 10:19,0,0,59.38,27.139,1.431,0.863,2.75,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
62,4/12/2021 10:19,0,0,59.38,27.139,1.447,0.863,2.75,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,0,1
63,4/12/2021 10:19,0,0,59.38,27.139,1.447,0.895,2.72,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,0,1
64,4/12/2021 10:19,0,0,59.38,27.139,1.447,0.895,2.72,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,0,1
65,4/12/2021 10:19,0,0,59.38,27.139,1.447,0.895,2.72,49,0.2,0,0,0,31.4,31,31.2,31.6,30.9,0,1
66,4/12/2021 10:19,0,0,0,0,0,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
67,4/12/2021 10:19,0,0,0,0,0,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
68,4/12/2021 10:19,0,0,0,0,0,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
69,4/12/2021 10:19,0,0,0,0,0,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
70,4/12/2021 10:19,0,0,52.99,23.596,0.42,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
71,4/12/2021 10:19,0,0,52.99,23.596,0.42,1,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
72,4/12/2021 10:19,0,0,52.99,23.596,1.136,0.852,0,0,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
73,4/12/2021 10:19,0,0,52.99,23.596,1.136,0.852,1.64,46,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
74,4/12/2021 10:19,0,0,52.99,23.596,1.136,0.852,1.64,46,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
75,4/12/2021 10:19,0,0,52.99,23.596,1.136,0.852,1.64,46,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
76,4/12/2021 10:19,0,0,52.99,23.596,1.136,0.852,1.64,46,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
77,4/12/2021 10:19,0,0,59.32,27.104,1.439,0.852,1.64,46,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
78,4/12/2021 10:19,0,0,59.32,27.104,1.42,0.852,1.64,46,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
79,4/12/2021 10:19,0,0,59.32,27.104,1.42,0.852,1.64,46,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
80,4/12/2021 10:19,0,0,59.32,27.104,1.423,0.895,1.64,46,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
81,4/12/2021 10:19,0,0,59.32,27.104,1.423,0.895,1.64,46,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
82,4/12/2021 10:19,0,0,59.32,27.104,1.42,0.895,2.67,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
83,4/12/2021 10:19,0,0,59.32,27.104,1.42,0.895,2.67,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
84,4/12/2021 10:19,0,0,59.05,26.788,1.414,0.894,2.67,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
85,4/12/2021 10:19,0,0,59.05,26.788,1.414,0.894,2.65,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
86,4/12/2021 10:19,0,0,59.05,26.788,1.414,0.894,2.65,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
87,4/12/2021 10:19,0,0,59.11,26.905,1.424,0.896,2.64,50,0.2,0,0,0,31.4,31.1,31.2,31.6,30.9,1,1
88,4/12/2021 10:19,0,0,59.11,26.905,1.424,0.896,2.64,50,0.2,0,0,0,31.5,31.1,31.2,31.6,30.9,1,1
89,4/12/2021 10:19,0,0,59.11,26.905,1.424,0.896,2.64,50,0.2,0,0,0,31.5,31.1,31.2,31.6,30.9,1,1
90,4/12/2021 10:19,0,0,59.12,26.882,1.423,0.896,2.62,50,0.2,1,0,0,31.5,31.1,31.2,31.6,30.9,1,1
91,4/12/2021 10:19,0,0,59.12,26.882,1.413,0.895,2.48,50,0.1,1,0,0,31.5,31.1,31.2,31.6,30.9,1,1
92,4/12/2021 10:19,0,0,59.12,26.882,1.413,0.895,2.48,50,0.2,0,0,0,31.5,31.1,31.2,31.6,30.9,1,1
93,4/12/2021 10:20,0,0,59.12,26.882,1.413,0.895,2.48,50,0.2,0,0,0,31.5,31.1,31.2,31.6,30.9,1,1
94,4/12/2021 10:20,0,0,59.14,26.917,1.425,0.895,2.74,49,0.2,0,0,0,31.5,31.1,31.2,31.6,30.9,1,1
95,4/12/2021 10:20,0,0,59,26.799,1.416,0.895,2.74,49,0.1,0,0,0,31.6,31.1,31.2,31.6,30.9,1,1
96,4/12/2021 10:20,0,0,59,26.799,1.416,0.895,2.73,50,0.1,0,0,0,31.6,31.1,31.2,31.6,30.9,1,1
97,4/12/2021 10:20,0,0,59.37,25.731,1.319,0.865,2.51,54,0.2,0,0,0,31.4,31,31.2,31.6,30.9,1,1
98,4/12/2021 10:20,0,0,59.37,27.127,1.441,0.895,2.54,50,0.2,0,0,0,31.4,31,31.2,31.7,30.9,1,1
99,4/12/2021 10:20,0,0,59.37,27.127,1.441,0.895,2.53,50,0.2,0,0,0,31.6,31,31.2,31.7,30.9,1,1
100,4/12/2021 10:20,0,0,59.41,27.208,1.447,0.895,2.51,46,0.2,0,0,0,31.6,31,31.2,31.7,30.9,1,1
101,4/12/2021 10:20,0,0,59.28,25.645,1.311,0.895,2.51,46,0.2,0,0,0,31.6,31,31.2,31.7,30.9,1,1
102,4/12/2021 10:20,0,0,59.28,25.645,1.445,0.894,2.74,50,0.2,0,0,0,31.7,31,31.2,31.7,30.9,1,1
103,4/12/2021 10:20,0,0,59.43,27.173,1.445,0.895,2.59,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
104,4/12/2021 10:20,0,0,59.32,27.104,1.438,0.894,2.53,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
105,4/12/2021 10:20,0,0,59.26,27.057,1.433,0.893,2.52,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
106,4/12/2021 10:20,0,0,59.25,25.67,1.312,0.893,2.52,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
107,4/12/2021 10:20,0,0,59.25,25.67,1.2,0.894,2.54,50,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
108,4/12/2021 10:20,0,0,59.44,27.254,1.449,0.895,2.47,42,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
109,4/12/2021 10:20,0,0,59.44,27.254,1.395,0.879,2.53,44,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
110,4/12/2021 10:20,0,0,59.37,27.127,1.464,0.894,2.53,44,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
111,4/12/2021 10:20,0,0,59.38,27.173,1.445,0.894,2.62,47,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
112,4/12/2021 10:21,0,0,59.38,27.173,1.331,0.865,2.68,54,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
113,4/12/2021 10:21,0,0,59.39,27.197,1.464,0.897,2.67,49,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
114,4/12/2021 10:21,0,0,59.35,27.173,1.444,0.895,2.5,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
115,4/12/2021 10:21,0,0,59.58,27.439,1.324,0.863,2.64,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
116,4/12/2021 10:21,0,0,59.58,27.393,1.461,0.863,2.64,50,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
117,4/12/2021 10:21,0,0,59.58,27.393,1.447,0.895,2.6,46,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
118,4/12/2021 10:21,0,0,59.51,27.01,1.433,0.891,2.55,46,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
119,4/12/2021 10:21,0,0,59.45,27.266,1.456,0.896,2.59,49,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
120,4/12/2021 10:21,0,0,59.41,27.22,1.448,0.896,2.59,49,0.2,1,0,0,31.7,31,31.2,31.7,30.9,1,1
121,4/12/2021 10:21,0,0,59.41,27.22,1.439,0.895,2.62,50,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
122,4/12/2021 10:21,0,0,59.66,25.963,1.338,0.864,2.44,54,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
123,4/12/2021 10:21,0,0,59.6,27.301,1.466,0.897,2.49,49,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
124,4/12/2021 10:21,0,0,59.62,26.169,1.351,0.897,2.49,49,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
125,4/12/2021 10:21,0,0,59.62,26.169,1.461,0.896,2.66,49,0.1,1,0,0,31.7,31,31.2,31.7,30.9,1,1
126,4/12/2021 10:21,0,0,59.42,27.289,1.452,0.895,2.51,50,0.1,1,0,0,31.7,31.1,31.2,31.7,30.9,1,1
127,4/12/2021 10:21,0,0,59.53,27.439,1.453,0.896,2.59,49,0.1,1,0,0,31.7,31.1,31.2,31.7,30.9,1,1
128,4/12/2021 10:21,0,0,59.5,25.975,1.337,0.896,2.59,49,0.1,1,0,0,31.7,31.6,31.4,31.7,30.9,1,1
129,4/12/2021 10:21,0,0,59.49,27.347,1.459,0.865,2.44,54,0.1,1,0,0,31.7,31.6,31.5,31.7,30.9,1,1
130,4/12/2021 10:21,0,0,59.49,27.347,1.454,0.896,2.61,50,0.1,1,0,0,31.7,31.6,31.5,31.7,30.9,1,1
131,4/12/2021 10:21,0,0,59.55,25.975,1.453,0.895,2.53,50,0.1,1,0,0,31.7,31.7,31.5,31.7,30.9,1,1
132,4/12/2021 10:22,0,0,59.45,27.266,1.45,0.894,2.49,50,0.1,1,0,0,31.7,31.6,31.6,31.7,30.9,1,1
133,4/12/2021 10:22,0,0,59.42,27.231,1.442,0.895,2.49,50,0.1,1,0,0,31.7,31.7,31.6,31.7,30.9,1,1
134,4/12/2021 10:22,0,0,59.41,27.185,1.446,0.896,2.6,50,0.1,1,0,0,31.7,31.7,31.6,31.7,30.9,1,1
135,4/12/2021 10:22,0,0,59.37,27.162,1.443,0.896,2.63,50,0.2,1,0,0,31.7,31.7,31.6,31.7,30.9,1,1
136,4/12/2021 10:22,0,0,59.35,27.162,1.442,0.895,2.68,50,0.1,1,0,0,31.7,31.7,31.6,31.7,30.9,1,1
137,4/12/2021 10:22,0,0,59.44,25.805,1.325,0.895,2.68,50,0.1,1,0,0,31.7,31.7,31.7,31.7,30.9,1,1
138,4/12/2021 10:22,0,0,59.44,25.805,1.437,0.894,2.65,46,0.1,1,0,0,31.7,31.7,31.7,31.7,30.9,1,1
139,4/12/2021 10:22,0,0,59.39,24.706,1.237,0.843,2.62,53,0.1,1,0,0,31.7,31.7,31.7,31.7,30.9,1,1
140,4/12/2021 10:22,0,0,59.34,25.756,1.32,0.864,2.65,51,0.1,1,0,0,31.7,31.7,31.7,31.7,30.9,1,1
141,4/12/2021 10:22,0,0,59.42,27.243,1.373,0.815,2.68,49,0.1,1,0,0,31.7,31.7,31.7,31.7,30.9,1,1
142,4/12/2021 10:22,0,0,59.38,25.756,1.32,0.863,2.65,51,0.1,1,0,0,31.7,31.7,31.8,31.7,30.9,1,1
143,4/12/2021 10:22,0,0,59.38,25.756,1.32,0.863,2.65,51,0.1,1,0,0,31.7,31.7,31.8,31.7,30.9,1,1
144,4/12/2021 10:22,0,0,59.66,25.866,1.323,0.858,2.63,46,0.1,1,0,0,31.7,31.7,31.8,31.7,30.9,1,1
145,4/12/2021 10:22,0,0,59.64,26.096,1.219,0.865,2.64,45,0.1,1,0,0,31.7,31.7,31.9,31.7,30.9,1,1
146,4/12/2021 10:22,0,0,59.65,26.084,1.09,0.798,2.64,61,0.1,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
147,4/12/2021 10:22,0,0,59.71,20.889,1.121,0.768,2.58,50,0.2,1,0,0,31.7,31.7,31.9,31.7,30.9,1,1
148,4/12/2021 10:22,0,0,59.71,20.889,1.066,0.793,2.59,45,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
149,4/12/2021 10:22,0,0,59.77,27.588,1.202,0.83,2.59,55,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
150,4/12/2021 10:22,0,0,59.76,24.242,1.203,0.83,2.59,55,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
151,4/12/2021 10:23,0,0,59.88,22.905,1.367,0.796,2.56,61,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
152,4/12/2021 10:23,0,0,59.78,25.694,1.306,0.85,2.63,41,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
153,4/12/2021 10:23,0,0,59.71,24.268,1.202,0.85,2.63,41,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
154,4/12/2021 10:23,0,0,59.71,24.268,1.164,0.821,2.68,50,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
155,4/12/2021 10:23,0,0,59.69,26.108,1.348,0.865,2.81,49,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
156,4/12/2021 10:23,0,0,59.59,27.473,1.473,0.865,2.81,49,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
157,4/12/2021 10:23,0,0,59.59,27.473,1.486,0.898,2.57,49,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
158,4/12/2021 10:23,0,0,59.59,27.473,1.486,0.898,2.57,49,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
159,4/12/2021 10:23,0,0,59.67,26.084,1.356,0.867,2.58,54,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
160,4/12/2021 10:23,0,0,59.47,25.89,1.33,0.864,2.6,54,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
161,4/12/2021 10:23,0,0,59.34,26.776,1.293,0.862,2.67,55,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
162,4/12/2021 10:23,0,0,59.56,25.987,1.339,0.862,2.67,55,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
163,4/12/2021 10:23,0,0,59.56,25.987,1.222,0.833,2.68,50,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
164,4/12/2021 10:23,0,0,59.43,27.185,1.447,0.895,2.66,50,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
165,4/12/2021 10:23,0,0,59.5,27.347,1.331,0.863,2.66,54,0.2,1,0,0,31.7,31.8,31.9,31.7,30.9,1,1
166,4/12/2021 10:23,0,0,59.61,25.987,1.338,0.863,2.66,54,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
167,4/12/2021 10:23,0,0,59.61,25.987,1.337,0.864,2.63,44,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
168,4/12/2021 10:23,0,0,59.61,25.987,1.292,0.894,2.6,45,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
169,4/12/2021 10:23,0,0,59.52,24.565,1.21,0.831,2.61,53,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
170,4/12/2021 10:23,0,0,59.6,26.024,1.208,0.832,2.61,59,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
171,4/12/2021 10:24,0,0,59.63,24.591,1.221,0.833,2.61,54,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
172,4/12/2021 10:24,0,0,59.47,25.878,1.33,0.833,2.61,54,0.2,1,0,0,31.7,31.8,32,31.7,30.9,1,1
173,4/12/2021 10:24,0,0,59.47,25.878,1.33,0.896,2.7,49,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
174,4/12/2021 10:24,0,0,59.66,26.06,1.334,0.864,2.69,54,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
175,4/12/2021 10:24,0,0,59.66,26.06,1.325,0.863,2.67,50,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
176,4/12/2021 10:24,0,0,59.52,24.462,1.44,0.896,2.68,46,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
177,4/12/2021 10:24,0,0,59.28,25.951,1.333,0.866,2.93,53,0.1,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
178,4/12/2021 10:24,0,0,59.52,27.324,1.46,0.866,2.93,53,0.1,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
179,4/12/2021 10:24,0,0,59.52,27.324,1.47,0.867,2.97,49,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
180,4/12/2021 10:24,0,0,59.63,26.06,1.346,0.898,3.1,45,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
181,4/12/2021 10:24,0,0,59.63,26.06,1.463,0.897,3.03,45,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
182,4/12/2021 10:24,0,0,59.62,27.439,1.469,0.898,2.99,46,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
183,4/12/2021 10:24,0,0,59.52,25.951,1.338,0.866,3.07,49,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
184,4/12/2021 10:24,0,0,59.58,26.06,1.346,0.867,3.11,49,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
185,4/12/2021 10:24,0,0,59.58,26.06,1.346,0.867,3.11,49,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
186,4/12/2021 10:24,0,0,59.52,24.935,1.337,0.85,3.17,54,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,0,1
187,4/12/2021 10:24,0,0,21.15,0,0.813,0.847,4.65,48,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
188,4/12/2021 10:24,0,0,21.15,0,0.813,0.847,4.65,48,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
189,4/12/2021 10:24,0,0,59.56,27.588,1.478,0.9,3.18,27,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
190,4/12/2021 10:24,0,0,59.84,26.964,1.234,0.89,2.78,40,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
191,4/12/2021 10:24,0,0,59.87,21.949,0.972,0.799,2.83,53,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
192,4/12/2021 10:25,0,0,59.61,24.642,1.184,0.789,2.72,45,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
193,4/12/2021 10:25,0,0,59.55,23.042,1.099,0.835,2.69,38,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
194,4/12/2021 10:25,0,0,59.56,24.68,1.226,0.801,2.7,59,0.2,1,0,0,31.7,31.8,32.1,31.7,30.9,1,1
