Seq#,DateTime,TEST,PRODUCT,AC VOLTAGE,AC CURRENT,AC WATT,P.F.,V.THD. %,I.THD. %,DC VOLTAGE,DC CURRENT,DC POWER,EFFICIENCY,PCB TEMP,JUNC TEMP,HOUSING TEMP,X'MER TEMP,ROOM TEMP,TAP,RECIPE
1062,4/12/2021 11:03,0,0,98.73,64.692,6.226,0.974,3.05,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.1,5,1
1063,4/12/2021 11:03,0,0,98.73,64.692,6.183,0.974,3.06,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1064,4/12/2021 11:03,0,0,98.61,64.687,6.218,0.975,3.06,23,0.1,4,0,0,32.5,32.5,34.3,31.7,31,5,1
1065,4/12/2021 11:03,0,0,98.64,64.565,6.232,0.975,3.13,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1066,4/12/2021 11:04,0,0,98.85,64.819,6.246,0.975,3.13,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1067,4/12/2021 11:04,0,0,98.85,64.819,6.246,0.975,3.13,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1068,4/12/2021 11:04,0,0,98.85,64.819,6.222,0.975,2.99,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1069,4/12/2021 11:04,0,0,98.71,64.682,6.223,0.975,2.99,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1070,4/12/2021 11:04,0,0,98.89,64.804,6.247,0.975,3.06,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1071,4/12/2021 11:04,0,0,98.84,64.804,6.244,0.975,3.11,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1072,4/12/2021 11:04,0,0,98.76,64.731,6.232,0.975,3.08,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1073,4/12/2021 11:04,0,0,98.76,64.731,6.232,0.975,3.08,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1074,4/12/2021 11:04,0,0,98.7,64.663,6.221,0.975,3.05,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1075,4/12/2021 11:04,0,0,98.74,64.76,6.203,0.975,3.09,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1076,4/12/2021 11:04,0,0,98.71,64.755,6.23,0.975,3.05,23,0.1,4,0,0,32.5,32.6,34.3,31.7,30.9,5,1
1077,4/12/2021 11:04,0,0,98.97,64.862,6.256,0.975,3.05,23,0.1,4,0,0,32.5,32.6,34.3,31.7,30.9,5,1
1078,4/12/2021 11:04,0,0,98.97,64.862,6.262,0.974,2.95,23,0.1,4,0,0,32.5,32.6,34.3,31.7,30.9,5,1
1079,4/12/2021 11:04,0,0,98.97,64.862,6.262,0.974,2.95,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1080,4/12/2021 11:04,0,0,99.1,64.959,6.273,0.974,3,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1081,4/12/2021 11:04,0,0,99.07,64.916,6.277,0.974,2.91,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31,5,1
1082,4/12/2021 11:04,0,0,98.92,64.843,6.25,0.974,2.96,23,0.1,4,0,0,32.5,32.6,34.3,31.7,30.9,5,1
1083,4/12/2021 11:04,0,0,98.91,64.877,6.252,0.974,2.96,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.2,5,1
1084,4/12/2021 11:04,0,0,98.91,64.877,6.245,0.974,3.01,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.2,5,1
1085,4/12/2021 11:04,0,0,98.92,64.872,6.253,0.974,2.97,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.2,5,1
1086,4/12/2021 11:04,0,0,98.95,64.853,6.264,0.975,2.97,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.3,5,1
1087,4/12/2021 11:04,0,0,98.95,64.853,6.264,0.975,2.98,23,0.1,4,0,0,32.5,32.6,34.3,31.7,31.3,5,1
1088,4/12/2021 11:04,0,0,98.76,64.755,6.231,0.975,2.98,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1089,4/12/2021 11:04,0,0,98.76,64.755,6.245,0.974,2.94,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1090,4/12/2021 11:05,0,0,98.91,64.809,6.247,0.974,3,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1091,4/12/2021 11:05,0,0,98.76,64.77,6.232,0.974,3,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1092,4/12/2021 11:05,0,0,98.76,64.77,6.259,0.975,2.96,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1093,4/12/2021 11:05,0,0,98.76,64.77,6.259,0.975,2.96,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1094,4/12/2021 11:05,0,0,98.56,64.58,6.258,0.974,2.9,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1095,4/12/2021 11:05,0,0,98.91,64.809,6.243,0.974,2.92,23,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1096,4/12/2021 11:05,0,0,98.76,64.731,6.177,0.974,2.92,23,0.1,4,0,0,32.5,32.6,34.5,31.7,31.4,5,1
1097,4/12/2021 11:05,0,0,98.76,64.731,6.177,0.974,3,24,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1098,4/12/2021 11:05,0,0,98.62,64.609,6.206,0.974,3,24,0.1,4,0,0,32.5,32.6,34.4,31.7,31.4,5,1
1099,4/12/2021 11:05,0,0,98.62,64.609,6.168,0.974,3.02,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1100,4/12/2021 11:05,0,0,98.33,64.404,6.168,0.974,3.02,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1101,4/12/2021 11:05,0,0,98.33,64.404,6.222,0.975,2.91,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1102,4/12/2021 11:05,0,0,98.37,64.516,6.207,0.975,3,23,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1103,4/12/2021 11:05,0,0,98.29,64.438,6.174,0.975,3,23,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1104,4/12/2021 11:05,0,0,98.29,64.438,6.187,0.975,3,23,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1105,4/12/2021 11:05,0,0,98.5,64.531,6.19,0.974,2.98,23,0.1,4,0,0,32.5,32.6,34.6,31.7,31.4,5,1
1106,4/12/2021 11:05,0,0,98.67,64.726,6.222,0.974,3,23,0.1,4,0,0,32.5,32.6,34.6,31.7,31.5,5,1
1107,4/12/2021 11:05,0,0,98.67,64.726,6.198,0.974,3.01,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.5,5,1
1108,4/12/2021 11:05,0,0,98.73,64.677,6.213,0.974,3.01,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.6,5,1
1109,4/12/2021 11:05,0,0,98.73,64.677,6.213,0.974,3.01,24,0.1,4,0,0,32.5,32.6,34.6,31.7,31.6,5,1
1110,4/12/2021 11:05,0,0,98.73,64.677,6.213,0.974,3,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1111,4/12/2021 11:05,0,0,98.73,64.677,6.213,0.974,3,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1112,4/12/2021 11:05,0,0,98.86,64.848,6.247,0.974,3.02,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1113,4/12/2021 11:05,0,0,98.67,64.658,6.216,0.974,3.07,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1114,4/12/2021 11:05,0,0,98.7,64.741,6.228,0.975,3.14,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1115,4/12/2021 11:05,0,0,98.66,64.668,6.24,0.975,3.08,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1116,4/12/2021 11:06,0,0,98.51,64.57,6.197,0.974,3.06,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1117,4/12/2021 11:06,0,0,98.99,64.901,6.227,0.975,3.08,23,0.1,4,0,0,32.5,32.6,34.7,31.7,31.6,5,1
1118,4/12/2021 11:06,0,0,99.02,64.901,6.264,0.975,3.1,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.6,5,1
1119,4/12/2021 11:06,0,0,98.93,64.921,6.261,0.975,3.11,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.6,5,1
1120,4/12/2021 11:06,0,0,98.93,64.921,6.244,0.975,3.11,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.6,5,1
1121,4/12/2021 11:06,0,0,98.95,64.935,6.263,0.975,3.09,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.6,5,1
1122,4/12/2021 11:06,0,0,98.95,64.935,6.251,0.975,3.09,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.5,5,1
1123,4/12/2021 11:06,0,0,98.78,64.77,6.237,0.975,3.14,24,0.1,4,0,0,32.5,32.6,34.9,31.7,31.5,5,1
1124,4/12/2021 11:06,0,0,98.97,64.925,6.263,0.975,3.14,24,0.1,4,0,0,32.5,32.6,34.9,31.7,31.2,5,1
1125,4/12/2021 11:06,0,0,98.74,64.672,6.221,0.975,3.1,23,0.1,4,0,0,32.5,32.6,34.8,31.7,31.3,5,1
1126,4/12/2021 11:06,0,0,98.74,64.672,6.202,0.974,3.08,24,0.1,4,0,0,32.5,32.6,34.7,31.7,31.3,5,1
1127,4/12/2021 11:06,0,0,98.57,64.59,6.204,0.974,3.04,24,0.1,4,0,0,32.5,32.6,34.7,31.7,31.1,5,1
1128,4/12/2021 11:06,0,0,98.56,64.58,6.199,0.974,3.11,24,0.1,4,0,0,32.5,32.6,34.9,31.7,31.3,5,1
1129,4/12/2021 11:06,0,0,98.56,64.624,6.206,0.974,3.14,24,0.1,4,0,0,32.5,32.6,34.7,31.7,31.1,5,1
1130,4/12/2021 11:06,0,0,98.56,64.599,6.201,0.974,3.26,24,0.1,4,0,0,32.5,32.6,34.9,31.7,31.3,5,1
1131,4/12/2021 11:06,0,0,98.87,64.862,6.251,0.975,3.2,24,0.1,4,0,0,32.5,32.6,34.8,31.7,31.1,5,1
1132,4/12/2021 11:06,0,0,98.48,64.467,6.235,0.975,3.2,24,0.1,4,0,0,32.5,32.6,35,31.7,31.1,5,1
1133,4/12/2021 11:06,0,0,98.48,64.467,6.228,0.974,3.22,23,0.1,4,0,0,32.5,32.6,34.9,31.7,31.1,5,1
1134,4/12/2021 11:06,0,0,98.48,64.467,6.228,0.974,3.22,23,0.1,4,0,0,32.5,32.6,34.9,31.7,31.1,5,1
1135,4/12/2021 11:06,0,0,98.73,64.755,6.228,0.974,3.21,23,0.1,4,0,0,32.5,32.6,34.9,31.7,31.1,5,1
1136,4/12/2021 11:06,0,0,98.5,64.526,6.193,0.974,3.19,24,0.1,4,0,0,32.5,32.6,35,31.7,31.2,5,1
1137,4/12/2021 11:07,0,0,98.62,64.663,6.17,0.974,3.21,24,0.1,4,0,0,32.5,32.6,35,31.7,31.2,5,1
1138,4/12/2021 11:07,0,0,98.62,64.663,6.17,0.974,3.21,24,0.1,4,0,0,32.5,32.6,35,31.7,31.2,5,1
1139,4/12/2021 11:07,0,0,98.44,64.511,6.185,0.974,3.13,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1140,4/12/2021 11:07,0,0,98.57,64.668,6.208,0.974,3.08,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1141,4/12/2021 11:07,0,0,98.56,64.58,6.202,0.974,3.05,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1142,4/12/2021 11:07,0,0,98.58,64.599,6.217,0.975,3.09,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1143,4/12/2021 11:07,0,0,98.58,64.624,6.206,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1144,4/12/2021 11:07,0,0,98.58,64.624,6.206,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1145,4/12/2021 11:07,0,0,98.73,64.741,6.227,0.974,3.16,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1146,4/12/2021 11:07,0,0,97.71,63.972,6.085,0.973,3.18,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1147,4/12/2021 11:07,0,0,97.71,63.972,6.085,0.973,3.18,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1148,4/12/2021 11:07,0,0,97.94,64.129,6.112,0.973,3.18,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1149,4/12/2021 11:07,0,0,97.94,64.129,6.099,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1150,4/12/2021 11:07,0,0,97.94,64.129,6.099,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1151,4/12/2021 11:07,0,0,97.8,64.154,6.112,0.974,3.13,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1152,4/12/2021 11:07,0,0,97.8,64.154,6.112,0.974,3.13,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1153,4/12/2021 11:07,0,0,98.21,64.379,6.135,0.974,3.1,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1154,4/12/2021 11:07,0,0,98.21,64.379,6.135,0.974,3.1,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1155,4/12/2021 11:07,0,0,98.1,64.242,6.135,0.973,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1156,4/12/2021 11:07,0,0,97.76,64.011,6.118,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1157,4/12/2021 11:07,0,0,97.73,64.05,6.096,0.974,3.16,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1158,4/12/2021 11:07,0,0,97.73,64.05,6.127,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1159,4/12/2021 11:07,0,0,98,64.198,6.129,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1160,4/12/2021 11:07,0,0,98,64.198,6.138,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1161,4/12/2021 11:07,0,0,98.07,64.276,6.074,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1162,4/12/2021 11:07,0,0,98.07,64.276,6.074,0.974,3.15,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1163,4/12/2021 11:07,0,0,98.07,64.276,6.145,0.974,3.04,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1164,4/12/2021 11:07,0,0,98.07,64.276,6.145,0.974,3.04,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.1,5,1
1165,4/12/2021 11:08,0,0,98.05,64.316,6.144,0.974,3.25,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.2,5,1
1166,4/12/2021 11:08,0,0,98.01,64.286,6.141,0.975,3.26,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1167,4/12/2021 11:08,0,0,98.27,64.438,6.158,0.974,3.16,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1168,4/12/2021 11:08,0,0,98.53,64.633,6.206,0.974,3.14,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1169,4/12/2021 11:08,0,0,98.61,64.599,6.211,0.974,3.16,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1170,4/12/2021 11:08,0,0,98.57,64.575,6.199,0.974,3.16,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1171,4/12/2021 11:08,0,0,98.57,64.575,6.224,0.974,3.2,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.4,5,1
1172,4/12/2021 11:08,0,0,98.49,64.58,6.229,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.5,5,1
1173,4/12/2021 11:08,0,0,98.74,64.775,6.162,0.974,3.18,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.5,5,1
1174,4/12/2021 11:08,0,0,98.77,64.77,6.215,0.974,3.16,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.5,5,1
1175,4/12/2021 11:08,0,0,98.84,64.848,6.245,0.974,3.06,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.5,5,1
1176,4/12/2021 11:08,0,0,98.42,64.507,6.255,0.974,3.06,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1177,4/12/2021 11:08,0,0,98.35,64.555,6.187,0.974,3.05,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1178,4/12/2021 11:08,0,0,98.93,64.93,6.259,0.974,3.05,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1179,4/12/2021 11:08,0,0,98.93,64.93,6.224,0.974,3.07,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1180,4/12/2021 11:08,0,0,98.69,64.867,6.215,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1181,4/12/2021 11:08,0,0,98.69,64.867,6.215,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1182,4/12/2021 11:08,0,0,98.82,64.887,6.223,0.974,3.14,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1183,4/12/2021 11:08,0,0,98.82,64.887,6.223,0.974,3.2,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1184,4/12/2021 11:08,0,0,98.81,64.823,6.243,0.975,3.08,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.6,5,1
1185,4/12/2021 11:08,0,0,98.14,64.433,6.162,0.975,3.08,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1186,4/12/2021 11:09,0,0,98.14,64.433,6.197,0.974,3.09,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1187,4/12/2021 11:09,0,0,98.14,64.433,6.129,0.974,3.09,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1188,4/12/2021 11:09,0,0,97.95,64.217,6.129,0.974,3.2,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1189,4/12/2021 11:09,0,0,98.31,64.458,6.137,0.974,3.24,24,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1190,4/12/2021 11:09,0,0,98.96,64.979,6.198,0.974,3.09,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1191,4/12/2021 11:09,0,0,98.93,64.925,6.263,0.975,3.01,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1192,4/12/2021 11:09,0,0,98.57,64.663,6.214,0.975,3.01,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,5,1
1193,4/12/2021 11:09,0,0,98.57,64.663,6.284,0.975,3.02,23,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,0,1
1194,4/12/2021 11:09,0,0,90.37,58.901,2.509,0.867,4.73,68,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1195,4/12/2021 11:09,0,0,118.5,77.82,9.096,0.986,2.6,19,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1196,4/12/2021 11:09,0,0,119.06,78.196,9.061,0.986,3.13,18,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1197,4/12/2021 11:09,0,0,118.91,78.067,9.154,0.986,3.13,18,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1198,4/12/2021 11:09,0,0,118.91,78.067,9.172,0.986,3.13,17,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1199,4/12/2021 11:09,0,0,119.01,78.135,9.172,0.986,3.13,17,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1200,4/12/2021 11:09,0,0,118.38,77.666,9.066,0.986,3.13,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1201,4/12/2021 11:09,0,0,118.38,77.666,9.123,0.986,3.13,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1202,4/12/2021 11:09,0,0,118.88,78.155,9.055,0.986,3.13,17,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1203,4/12/2021 11:09,0,0,119.03,78.309,9.194,0.986,2.97,17,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1204,4/12/2021 11:09,0,0,119.03,78.309,9.194,0.986,2.96,17,0.1,4,0,0,32.5,32.6,35.1,31.7,31.7,6,1
1205,4/12/2021 11:09,0,0,118.26,77.682,9.061,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1206,4/12/2021 11:09,0,0,118.26,77.682,9.061,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1207,4/12/2021 11:09,0,0,118.26,77.682,9.154,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1208,4/12/2021 11:09,0,0,118.85,78.063,9.042,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1209,4/12/2021 11:09,0,0,118.85,78.063,9.042,0.986,2.95,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1210,4/12/2021 11:09,0,0,118.81,78.107,9.154,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1211,4/12/2021 11:10,0,0,118.28,77.792,9.164,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1212,4/12/2021 11:10,0,0,118.28,77.792,9.164,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1213,4/12/2021 11:10,0,0,118.28,77.792,9.164,0.986,2.96,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1214,4/12/2021 11:10,0,0,117.82,77.544,9.008,0.986,3.03,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1215,4/12/2021 11:10,0,0,118.35,77.828,8.987,0.986,2.93,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1216,4/12/2021 11:10,0,0,117.65,77.483,9.106,0.986,3.01,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1217,4/12/2021 11:10,0,0,119.19,78.401,9,0.986,3.01,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1218,4/12/2021 11:10,0,0,119.5,78.642,9.272,0.986,3.09,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1219,4/12/2021 11:10,0,0,118.79,78.119,9.153,0.987,3.17,17,0.1,4,0,0,32.6,32.6,35.1,31.7,31.7,6,1
1220,4/12/2021 11:10,0,0,118.79,78.119,9.158,0.986,3.16,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1221,4/12/2021 11:10,0,0,119.63,78.522,9.265,0.986,3.13,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1222,4/12/2021 11:10,0,0,119.1,78.208,9.314,0.986,3.13,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1223,4/12/2021 11:10,0,0,119.1,78.208,9.206,0.986,2.98,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1224,4/12/2021 11:10,0,0,119.71,78.626,9.285,0.986,2.99,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1225,4/12/2021 11:10,0,0,119.18,78.313,9.304,0.986,2.99,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1226,4/12/2021 11:10,0,0,119.18,78.313,9.218,0.986,3.12,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1227,4/12/2021 11:10,0,0,119.76,78.762,9.304,0.986,3.12,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1228,4/12/2021 11:10,0,0,119.76,78.762,9.304,0.986,3.08,17,0.1,4,0,0,32.7,32.6,35.1,31.7,31.7,6,1
1229,4/12/2021 11:10,0,0,118.93,78.224,9.175,0.986,3.08,17,0.1,4,0,0,32.8,32.6,35.1,31.7,31.7,6,1
1230,4/12/2021 11:10,0,0,118.93,78.224,9.294,0.986,3.03,17,0.1,4,0,0,32.8,32.6,35.1,31.7,31.7,6,1
1231,4/12/2021 11:10,0,0,119.14,78.256,9.193,0.986,3.1,17,0.1,4,0,0,32.8,32.6,35.1,31.7,31.7,6,1
1232,4/12/2021 11:10,0,0,119.84,78.662,9.198,0.986,3.14,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1233,4/12/2021 11:10,0,0,119.55,78.69,9.197,0.986,3.11,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1234,4/12/2021 11:11,0,0,118.97,78.24,9.18,0.986,3.16,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1235,4/12/2021 11:11,0,0,119.52,78.558,9.184,0.986,3.13,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1236,4/12/2021 11:11,0,0,119.53,78.654,9.273,0.986,3.15,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1237,4/12/2021 11:11,0,0,119.28,78.401,9.227,0.986,3.15,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1238,4/12/2021 11:11,0,0,119.28,78.401,9.192,0.986,3.01,17,0.1,4,0,0,32.9,32.6,35.1,31.7,31.7,6,1
1239,4/12/2021 11:11,0,0,119.44,78.526,9.253,0.987,2.95,17,0.1,4,0,0,32.9,32.6,35.2,31.7,31.7,6,1
1240,4/12/2021 11:11,0,0,118.64,78.131,9.227,0.987,2.95,17,0.1,4,0,0,32.9,32.6,35.2,31.7,31.7,6,1
1241,4/12/2021 11:11,0,0,118.64,78.131,9.19,0.986,3.03,17,0.1,4,0,0,32.7,32.6,35.3,31.7,31.7,6,1
1242,4/12/2021 11:11,0,0,118.5,78.018,9.119,0.986,3.04,17,0.1,4,0,0,32.7,32.6,35.3,31.7,31.7,6,1
1243,4/12/2021 11:11,0,0,118.5,78.018,9.127,0.987,3.19,17,0.1,4,0,0,32.9,32.6,35.3,31.7,31.7,6,1
1244,4/12/2021 11:11,0,0,118.7,78.248,9.164,0.987,3.2,17,0.1,4,0,0,32.7,32.6,35.3,31.7,31.7,6,1
1245,4/12/2021 11:11,0,0,118.79,78.325,9.226,0.987,3.2,17,0.1,4,0,0,32.9,32.6,35.3,31.7,31.7,6,1
1246,4/12/2021 11:11,0,0,118.79,78.325,9.149,0.987,3.29,18,0.1,4,0,0,32.7,32.6,35.4,31.7,31.7,6,1
1247,4/12/2021 11:11,0,0,118.61,78.107,9.139,0.986,3.23,17,0.1,4,0,0,32.9,32.6,35.4,31.7,31.7,6,1
1248,4/12/2021 11:11,0,0,118.62,78.188,9.166,0.987,3.17,17,0.1,4,0,0,32.9,32.6,35.3,31.7,31.7,6,1
1249,4/12/2021 11:11,0,0,118.74,78.216,9.165,0.987,3.17,17,0.1,4,0,0,32.9,32.6,35.4,31.7,31.7,6,1
